train_weeks,origin_day,h,alpha,unit,K_mw,coverage,target,mean_shortfall_frac,worst_shortfall_frac,mean_train_mw,mean_test_mw,growth_ratio
4,98,1,0.95,abs,2.6376303416063798,1.0,0.95,0.0,0.0,3.169946447936282,3.99541470663657,1.260404480724805
4,98,1,0.95,norm,3.3244811010563793,0.9330357142857143,0.95,0.04473239483448537,0.1378628713864128,3.169946447936282,3.99541470663657,1.260404480724805
4,98,4,0.9,abs,2.6136881556273135,1.0,0.9,0.0,0.0,3.169946447936282,3.99541470663657,1.260404480724805
4,98,4,0.9,norm,3.2943042625700176,0.8774289985052317,0.9,0.04502778363303181,0.12996543058870966,3.169946447936282,3.99541470663657,1.260404480724805
4,98,4,0.95,abs,2.554305561727988,1.0,0.95,0.0,0.0,3.169946447936282,3.99541470663657,1.260404480724805
4,98,4,0.95,norm,3.2194581751422464,0.9312406576980568,0.95,0.051044295890383916,0.10973883347055838,3.169946447936282,3.99541470663657,1.260404480724805
4,98,24,0.9,abs,2.514579166775045,1.0,0.9,0.0,0.0,3.169946447936282,3.99541470663657,1.260404480724805
4,98,24,0.9,norm,3.1693868489405133,0.8412942989214176,0.9,0.06850062736246065,0.09567410757919786,3.169946447936282,3.99541470663657,1.260404480724805
4,98,24,0.95,abs,2.413968423198702,1.0,0.95,0.0,0.0,3.169946447936282,3.99541470663657,1.260404480724805
4,98,24,0.95,norm,3.0425766169278363,0.8459167950693375,0.95,0.03093757342221951,0.05798310068887805,3.169946447936282,3.99541470663657,1.260404480724805
4,105,1,0.9,abs,2.7409019445573497,1.0,0.9,0.0,0.0,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,1,0.9,norm,3.440982273633408,0.9375,0.9,0.05810780165745766,0.16705220699424164,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,1,0.95,abs,2.683139360615758,1.0,0.95,0.0,0.0,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,1,0.95,norm,3.368465988321939,0.9523809523809523,0.95,0.05317089097388372,0.1491205193902785,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,4,0.9,abs,2.67857364064343,1.0,0.9,0.0,0.0,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,4,0.9,norm,3.3627340935628616,0.8893871449925261,0.9,0.05933019373030392,0.14767016634427063,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,4,0.95,abs,2.6075537447342905,1.0,0.95,0.0,0.0,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,4,0.95,norm,3.2735743177511423,0.9237668161434978,0.95,0.05569681601952721,0.12445592725572893,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,24,0.9,abs,2.537264362002107,1.0,0.9,0.0,0.0,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,24,0.9,norm,3.1853316425666645,0.785824345146379,0.9,0.05484918573011789,0.10020088574343824,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,24,0.95,abs,2.413968423198702,1.0,0.95,0.0,0.0,3.3019078314716874,4.145280111106022,1.2554196914874018
4,105,24,0.95,norm,3.030543493112444,0.8798151001540832,0.95,0.027792745539561972,0.05424271352355116,3.3019078314716874,4.145280111106022,1.2554196914874018
4,112,1,0.9,abs,2.824959156052601,0.9940476190476191,0.9,0.10214679961930431,0.24068400080489893,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,1,0.9,norm,3.195607734104928,0.9508928571428571,0.9,0.07033027441624076,0.32875469621297465,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,1,0.95,abs,2.7521248763205377,0.9955357142857143,0.95,0.1108443183874371,0.22058889742995824,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,1,0.95,norm,3.1132172375481666,0.9613095238095238,0.95,0.06283280755034118,0.31099036122748475,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,4,0.9,abs,2.7463669139252613,0.9910313901345291,0.9,0.08462013305555276,0.21895480411332818,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,4,0.9,norm,3.1067038020800437,0.905829596412556,0.9,0.060825666455939155,0.30954580129999676,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,4,0.95,abs,2.688765858779122,0.9910313901345291,0.95,0.06501007812147451,0.20222258205948104,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,4,0.95,norm,3.0415452043271425,0.9237668161434978,0.95,0.0530208912593698,0.29475429751570636,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,24,0.9,abs,2.610161834601227,0.9614791987673343,0.9,0.017901072649346452,0.17819782059944853,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,24,0.9,norm,2.9526279443885444,0.8258859784283513,0.9,0.05245962107304035,0.2735160932348208,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,24,0.95,abs,2.556889256643713,0.9984591679506933,0.95,0.16107563959218904,0.16107563959218904,3.5816656645874096,4.051597869728802,1.1312049334441512
4,112,24,0.95,norm,2.8923657413857162,0.8813559322033898,0.95,0.051025950489220394,0.25837986062033946,3.5816656645874096,4.051597869728802,1.1312049334441512
4,119,1,0.9,abs,3.0413447736958292,0.9136904761904762,0.9,0.11710942401737925,0.35867824543104326,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,1,0.9,norm,3.207071716258978,0.8779761904761905,0.9,0.1220945373633042,0.3918188493798464,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,1,0.95,abs,2.938127582919976,0.9315476190476191,0.95,0.11323440396875814,0.3361484443853506,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,1,0.95,norm,3.0982300827710767,0.9032738095238095,0.95,0.1202241141985233,0.3704532864224165,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,4,0.9,abs,2.9442566058322406,0.8639760837070254,0.9,0.13969744433093717,0.33753037603717906,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,4,0.9,norm,3.1046930843354605,0.8071748878923767,0.9,0.13727477312104056,0.3717638061047752,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,4,0.95,abs,2.8463900181723196,0.8938714499252616,0.95,0.14629523093398938,0.314752878536249,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,4,0.95,norm,3.0014936154802725,0.8445440956651719,0.95,0.1379375456262132,0.3501633465231819,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,24,0.9,abs,2.8089570514602116,0.6918335901386748,0.9,0.163573169133686,0.3056210790044669,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,24,0.9,norm,2.962020876369481,0.5639445300462249,0.9,0.14859389693382719,0.3415034370363992,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,24,0.95,abs,2.702566243067503,0.7288135593220338,0.95,0.15359908474180084,0.27828575098981656,3.8041000546537753,4.011390552171414,1.0544913368574647
4,119,24,0.95,norm,2.849832690598107,0.6918335901386748,0.95,0.17557018264838795,0.3155806749811758,3.8041000546537753,4.011390552171414,1.0544913368574647
